,ContractId,VersionId,Subject,PublishedAtUtc,ValueVatExcluded,ValueVatIncluded,SupplierIC,SupplierName,PublisherIC,PricePaid
7446,4712548,5082400,objednávka stravenek 20 2018,2018-03-27 12:02:44,111375.0,,24745391,Edenred CZ s.r.o.,83194,111375.0
7456,1720498,1857582,nákup 3000 ks stravenek pro změstnance na měsíc 5/2017,2017-05-04 09:51:43,214830.0,,24745391,Edenred CZ s.r.o.,70837911,214830.0
7458,1757586,1896354,Objednávka stravenek na období 1/2017,2017-05-10 07:28:16,200000.0,2e+05,24745391,Edenred CZ s.r.o.,300063,200000.0
7461,1958902,2112178,nákup stravenek pro zaměstnance na období 6/2017,2017-06-02 13:05:45,286440.0,,24745391,Edenred CZ s.r.o.,70837911,286440.0
7465,4772256,5146544,Dílčí plnění stravenky Hradec Králové březen 2018,2018-04-04 12:52:14,,88160,24745391,Edenred CZ s.r.o.,60162694,88160.0
7466,3443004,3712748,nákup stravenek,2017-11-09 09:49:26,204248.0,205157,24745391,Edenred CZ s.r.o.,212423,204248.0
7471,1250014,1334582,"Objednávka/smlouva - stravenky Ticket Restaurant v nominální hodnotě 80 Kč, 03/2017, 7298ks",2017-02-27 13:31:31,583840.0,,24745391,Edenred CZ s.r.o.,216224,583840.0
7476,3470428,3740692,Objednávka stravenek Edenred,2017-11-13 09:10:41,892561.0,1080000,24745391,Edenred CZ s.r.o.,47813059,892561.0
7477,2288142,2467618,Objednávka stravenek na období 7/2017,2017-07-03 13:06:16,176000.0,176000,24745391,Edenred CZ s.r.o.,300063,176000.0
7478,515697,2273318,stravenky na listopad 2016,2017-06-20 10:21:28,142400.0,,24745391,Edenred CZ s.r.o.,25071,142400.0
7480,2853582,3072210,Objednávka stravenek Edenred,2017-09-06 11:05:33,77040.0,,24745391,Edenred CZ s.r.o.,241881,77040.0
7481,3555392,3832208,Objednávka č. 4102/0039/17 - stravenky na 12/2017,2017-11-22 10:16:49,378320.0,,24745391,Edenred CZ s.r.o.,216224,378320.0
7483,4818036,5195476,objednávka stravenek 27 2018                  272018                                                                                 Mgr. Blanka Konvalinková,2018-04-09 15:00:21,126560.0,,24745391,Edenred CZ s.r.o.,83194,126560.0
7485,1318114,1418510,objednávka stravenek,2017-03-08 16:10:06,,160000,24745391,Edenred CZ s.r.o.,300292,160000.0
7486,3886276,4191560,Dílší plnění stravenky H. Králové prosinec.,2017-12-21 12:28:19,,65870,24745391,Edenred CZ s.r.o.,60162694,65870.0
7487,2505462,2697950,"Objednávka/smlouva - stravenky TicketRestaurant v nominální hodnotě 80 Kč, 6085ks, 08/2017",2017-07-27 09:31:30,486800.0,,24745391,Edenred CZ s.r.o.,216224,486800.0
7490,2770426,2981158,Objednávka stravenek (poukázek) hmotné nouze pro pracoviště NSD,2017-08-28 10:20:56,500000.0,5e+05,24745391,Edenred CZ s.r.o.,72496991,500000.0
7491,2078302,2239762,Objednávka č. 108/2016 stravenky,2017-06-15 17:05:50,184140.0,185009,24745391,Edenred CZ s.r.o.,70893969,184140.0
7494,2225674,2399666,Objednávka stravenek,2017-06-28 15:46:48,,88190,24745391,Edenred CZ s.r.o.,293199,88190.0
7495,4599004,4960200,FaF/Objednávka č. 2181010110 - stravenky Edenred,2018-03-14 15:33:07,280000.0,280000,24745391,Edenred CZ s.r.o.,216208,280000.0
7496,4688680,5056328,Objednávka stravenek 02/2018,2018-03-23 12:58:41,,96000,24745391,Edenred CZ s.r.o.,301493,96000.0
7497,1326330,1428938,Objednávka stravenek pro zaměstnance ÚMČ Praha 11 na měsíc březen 2017.,2017-03-09 14:39:07,452049.0,452543,24745391,Edenred CZ s.r.o.,231126,452049.0
7499,4136392,4456420,Objednávka stravenek,2018-01-22 10:16:23,5500.0,5521,24745391,Edenred CZ s.r.o.,279072,5500.0
7500,3601240,3883216,Objednávka stravenek,2017-11-27 13:44:20,,88000,24745391,Edenred CZ s.r.o.,301493,88000.0
7506,3316808,3577412,objednání stravenky za září 2017,2017-10-27 13:04:15,,148218,24745391,Edenred CZ s.r.o.,25583905,148218.0
7507,4225960,4554120,Objednávka stravenek - leden 2018,2018-01-31 13:25:04,44064.0,,24745391,Edenred CZ s.r.o.,512362,44064.0
7510,2894526,3116830,Objednávka stravenek,2017-09-11 17:44:58,,96000,24745391,Edenred CZ s.r.o.,301493,96000.0
7512,2304246,2538110,Nákup stravenek,2017-07-12 12:39:10,231500.0,,24745391,Edenred CZ s.r.o.,24422,231500.0
7515,4825324,5203164,stravenky na duben 2018,2018-04-10 09:49:42,146340.0,,24745391,Edenred CZ s.r.o.,25071,146340.0
7516,4642944,5007696,Objednávka stravenek za 2/2018,2018-03-20 09:37:48,357600.0,,24745391,Edenred CZ s.r.o.,44848943,357600.0
7519,4480580,4831480,Objednávka stravenek,2018-03-01 10:20:49,63630.0,63762,24745391,Edenred CZ s.r.o.,279072,63630.0
7522,4759504,5133008,Objednávka stravenek,2018-04-03 13:46:56,,101177,24745391,Edenred CZ s.r.o.,293199,101177.0
7524,3982596,4286252,Objednávka stravenek pro ZZS Praha-východ - prosinec 2017,2018-01-05 09:55:35,,73025,24745391,Edenred CZ s.r.o.,75030926,73025.0
7525,4420660,4765532,Objednávka stravenek březen 2018 ESF MU/Edenred,2018-02-22 10:46:49,231920.0,231920,24745391,Edenred CZ s.r.o.,216224,231920.0
7528,1836482,1981854,Objednávka stravenek Ticket Restaurant,2017-05-19 12:52:27,300000.0,3e+05,24745391,Edenred CZ s.r.o.,26016541,300000.0
7530,4555636,4913104,Nákup stravenek 3-6/2018,2018-03-09 08:10:35,191100.0,196247,24745391,Edenred CZ s.r.o.,360716,191100.0
7531,4931088,5316444,Kupní smlouva - stravenky na květen 2018,2018-04-20 10:16:48,529680.0,,24745391,Edenred CZ s.r.o.,216224,529680.0
7534,3445964,3715956,Edenred stravenky 11/2017,2017-11-09 11:49:51,,64142,24745391,Edenred CZ s.r.o.,29319498,64142.0
7538,2705946,2912406,Objednávka stravenky srpen,2017-08-18 14:58:21,174133.0,210700,24745391,Edenred CZ s.r.o.,18562,174133.0
7539,1874502,2022266,Objednávka stravenek červen 2017 ESF MU/Edenred,2017-05-25 08:46:28,235440.0,235440,24745391,Edenred CZ s.r.o.,216224,235440.0
7540,4323388,4658640,Objednávka stravenky,2018-02-12 06:03:45,665760.0,665760,24745391,Edenred CZ s.r.o.,216224,665760.0
7545,4288880,4621404,"Objednáváme u Vás 6 000 kusů stravenek po 60,00 Kč a 6 000 kusů stravenek po 30,00 Kč.",2018-02-07 10:00:01,540000.0,540000,24745391,Edenred CZ s.r.o.,63517,540000.0
7546,3010806,3243714,Objednávka stravenek,2017-09-25 12:13:22,45454.0,55000,24745391,Edenred CZ s.r.o.,47813750,45454.0
7548,2352822,2536306,Nákup stravenek 07-2017,2017-07-12 11:03:13,484500.0,,24745391,Edenred CZ s.r.o.,25062,484500.0
7549,2917050,3141366,Nákup stravenek,2017-09-13 15:41:39,1387260.0,,24745391,Edenred CZ s.r.o.,42196451,1387260.0
7554,3731664,4025236,Objednávka stravenek pro ZZS Benešov - listopad 2017,2017-12-08 09:54:13,,77525,24745391,Edenred CZ s.r.o.,75030926,77525.0
7557,5246635,5650323,Objednávka na stravenky - květen - ústřední inspektorát SEI,2018-05-25 08:47:06,60000.0,60000,24745391,Edenred CZ s.r.o.,61387584,60000.0
7561,5856331,6310199,stravenky červenec 2018,2018-08-01 14:31:36,,180414,24745391,Edenred CZ s.r.o.,86652036,180414.0
7564,5322083,5730175,Objednávka - stravenky ,2018-06-01 13:18:26,,220000,24745391,Edenred CZ s.r.o.,79481,220000.0
7567,5872547,6327815,stravenky na srpen 2018,2018-08-03 10:16:59,147330.0,,24745391,Edenred CZ s.r.o.,25071,147330.0
7568,5468943,5888275,Objednávka stravenek,2018-06-18 08:07:43,69710.0,69855,24745391,Edenred CZ s.r.o.,37494,69710.0
7571,5243167,5646715,Objednávka stravenek pro zaměstnance,2018-05-24 15:04:21,,14000,24745391,Edenred CZ s.r.o.,72553995,14000.0
7572,5100311,5496135,Objednávka stravenek,2018-05-11 05:47:23,62923.0,63053,24745391,Edenred CZ s.r.o.,37494,62923.0
7575,5924991,6384771,Objednávka stravenky 8/2018,2018-08-10 13:00:44,164193.0,164193,24745391,Edenred CZ s.r.o.,282707,164193.0
7576,5552563,5980363,Objednávka stravenek,2018-06-26 09:28:39,62150.0,62150,24745391,Edenred CZ s.r.o.,64650871,62150.0
7580,2539998,2734218,Dílčí plnění stravenky červenec H. Králové.,2017-07-31 12:11:05,,56700,24745391,Edenred CZ s.r.o.,60162694,56700.0
7585,3152650,3398070,Objednávka stravenek za září 2017,2017-10-11 10:03:46,719635.0,,24745391,Edenred CZ s.r.o.,346292,719635.0
7586,3566336,3843940,Objednávka stravenek,2017-11-23 06:10:23,66115.0,80000,24745391,Edenred CZ s.r.o.,47813750,66115.0
7590,3332512,3594056,stravenky,2017-10-30 14:54:05,,210000,24745391,Edenred CZ s.r.o.,44992785,210000.0
7592,4165736,4488240,OBJ/3350/0002/18 stravenky 2/2018,2018-01-25 06:04:17,260960.0,,24745391,Edenred CZ s.r.o.,216224,260960.0
7595,2600650,2799126,Objednáváme u Vás stravenky v nominální hodnotě 80Kč 1726ks a v nominální hodnotě 40Kč 105ks.,2017-08-07 09:49:49,,142401,24745391,Edenred CZ s.r.o.,274968,142401.0
7596,2863906,3083538,objednávka stravenek 09,2017-09-07 09:46:11,,83385,24745391,Edenred CZ s.r.o.,14450542,83385.0
7598,2841958,3059674,stravenky na září 2017,2017-09-05 12:01:01,133950.0,133950,24745391,Edenred CZ s.r.o.,275336,133950.0
7599,4513696,4867544,"stravenky pro zaměstnance, měsíc únor - Edenred Praha",2018-03-05 17:00:16,140032.0,1587,24745391,Edenred CZ s.r.o.,274101,140032.0
7600,3659964,3948260,"Dílčí plnění stravenky Hradec Králové, listopad.",2017-12-01 11:32:26,,78260,24745391,Edenred CZ s.r.o.,60162694,78260.0
7606,3155338,4840204,Objednávka stravenek č. 91,2018-03-01 16:31:29,,96000,24745391,Edenred CZ s.r.o.,95354,96000.0
7609,3967652,4270708,"EDENRED CZ, s.r.o. - objednávka stravenek",2018-01-04 09:30:11,,66833,24745391,Edenred CZ s.r.o.,48806145,66833.0
7611,4760512,5134108,stravenky březen 2018,2018-04-03 14:18:26,,209846,24745391,Edenred CZ s.r.o.,86652036,209846.0
7612,2987602,3218678,Objednávka - stravenky 9/2017,2017-09-21 13:35:46,,182354,24745391,Edenred CZ s.r.o.,282651,182354.0
7615,3070898,3308822,Objednávka stravenek pro ZZS Praha-východ - září 2017,2017-10-03 08:16:49,,61875,24745391,Edenred CZ s.r.o.,75030926,61875.0
7619,3403104,4342640,Nákup stravenek,2018-01-10 13:36:11,286000.0,,24745391,Edenred CZ s.r.o.,24422,286000.0
7624,856777,911853,Objednávka stravenek ZZS Beroun - prosinec 2016,2016-12-27 21:19:32,,56725,24745391,Edenred CZ s.r.o.,75030926,56725.0
7625,3175426,3423578,Nákup stravenek,2017-10-13 07:54:46,,127269,24745391,Edenred CZ s.r.o.,48161161,127269.0
7627,4326704,4662204,závodní stravování - dodávka stravenek,2018-02-12 10:35:15,336000.0,,24745391,Edenred CZ s.r.o.,873667,336000.0
7636,4708200,5077508,Objednávka nabítí karet + nákup stravenek 2Q2018,2018-03-27 09:12:17,770000.0,,24745391,Edenred CZ s.r.o.,94897,770000.0
7639,4347240,4685332,Objednávka stravenky,2018-02-14 08:43:04,164500.0,,24745391,Edenred CZ s.r.o.,27504689,164500.0
7641,3885544,4190780,PrF_stravenky_leden18,2017-12-21 12:03:34,235636.0,285120,24745391,Edenred CZ s.r.o.,216224,235636.0
7642,4039288,4350148,objednávka - stravenky na 12/2017,2018-01-11 08:42:44,,234405,24745391,Edenred CZ s.r.o.,297852,234405.0
7644,4068064,4381536,Objednávka stravenek na volby č. O190/2018/0006/OKT,2018-01-15 09:37:21,76687.0,76793,24745391,Edenred CZ s.r.o.,63461,76687.0
7651,4409160,4753152,Objednávka stravenek,2018-02-21 11:26:17,,160650,24745391,Edenred CZ s.r.o.,25632141,160650.0
7654,4760700,5134296,"Nákup stravenek za 03/2018, 683 ks",2018-04-03 14:28:13,68370.0,68384,24745391,Edenred CZ s.r.o.,75014149,68370.0
7655,4778236,5152980,Objednávka stravenek pro ZZS Benešov - březen 2018,2018-04-04 18:42:08,,74000,24745391,Edenred CZ s.r.o.,75030926,74000.0
7659,4365784,4706192,stravenky,2018-02-15 14:29:11,108000.0,108000,24745391,Edenred CZ s.r.o.,277819,108000.0
7664,3308544,3568440,Objednávka stravenek,2017-10-26 15:55:13,,895900,24745391,Edenred CZ s.r.o.,293199,895900.0
7666,4496068,4848548,Objednávka stravenek na březen 2018,2018-03-02 13:05:28,121880.0,121880,24745391,Edenred CZ s.r.o.,71185216,121880.0
7668,4241728,4571188,Dobití stravenkových karet na měsíc únor 2018,2018-02-01 14:19:54,172620.0,,24745391,Edenred CZ s.r.o.,275336,172620.0
7671,3643656,3930332,Objednávka stravenek pro ZZS Praha-východ - listopad 2017,2017-11-30 11:04:23,,71850,24745391,Edenred CZ s.r.o.,75030926,71850.0
7679,4096076,4412552,Objednávka stravenek,2018-01-17 10:33:29,,142032,24745391,Edenred CZ s.r.o.,60252511,142032.0
7681,3610816,3895036,PrF_objednavka_2258_0017_17_stravenky12,2017-11-28 10:32:02,190214.0,,24745391,Edenred CZ s.r.o.,216224,190214.0
7682,3994320,4298472,Objednávka stravenek,2018-01-08 07:30:58,,174870,24745391,Edenred CZ s.r.o.,272728,174870.0
7683,4031360,4341492,Nákup stravenek ,2018-01-10 12:43:55,246000.0,,24745391,Edenred CZ s.r.o.,24422,246000.0
7687,3643072,3929696,Objednávka stravenek pro ZZS Příbram - listopad 2017,2017-11-30 10:46:53,,79900,24745391,Edenred CZ s.r.o.,75030926,79900.0
7690,4557664,4915332,stravenky na měsíc březen,2018-03-09 10:21:38,186700.0,,24745391,Edenred CZ s.r.o.,75014149,186700.0
7692,3802920,4101332,Objednávka stravenek,2017-12-14 13:55:20,181960.0,182371,24745391,Edenred CZ s.r.o.,91120,181960.0
7698,4081500,4396276,Objednávka stravenek - poukázek,2018-01-16 09:30:03,300000.0,3e+05,24745391,Edenred CZ s.r.o.,177016,300000.0
7701,57385,59917,Objednávka stravenek ,2016-08-04 09:08:28,,114170,24745391,Edenred CZ s.r.o.,25208,114170.0
7702,327009,349241,objednávka stravenek pro zaměstnance KFA na měsíc srpen 2016  (AVISme 2016000014),2016-10-06 12:02:34,69221.0,69221,24745391,Edenred CZ s.r.o.,72546522,69221.0
7704,417557,444469,objednávka 1198/0008/16 - stravenky,2016-10-24 10:02:29,340720.0,,24745391,Edenred CZ s.r.o.,216224,340720.0
7705,513425,546749,objednávka stravenek,2016-11-09 07:51:55,,102680,24745391,Edenred CZ s.r.o.,14450542,102680.0
7706,1107521,1178949,Objednávka_stravenky_únor_2103_2125 (AVISme 2016001969),2017-02-03 13:57:45,125930.0,125930,24745391,Edenred CZ s.r.o.,72080043,125930.0
7707,1138989,1212641,objednávka stravenek - leden,2017-02-09 08:55:38,149925.0,,24745391,Edenred CZ s.r.o.,25583905,149925.0
7708,26401,27225,"Objednáváme u Vás stravenky za měsíc červen 2016, v nominální hodnotě 40,-- 104ks a  v nominální hodnotě 80,-- 2233ks.",2016-07-25 16:43:22,,182921,24745391,Edenred CZ s.r.o.,274968,182921.0
7709,724241,769693,Objednávka stravenek na 12/2016 ÚzP v Kladně (AVISme 2016001010),2016-12-07 08:16:37,99890.0,99890,24745391,Edenred CZ s.r.o.,72080043,99890.0
7711,5158831,5557951,Edenred stravenky - 05/2018,2018-05-17 09:50:12,72716.0,73244,24745391,Edenred CZ s.r.o.,29319498,72716.0
7712,913009,972417,Objednávka stravenek ÚzP v Rakovníku 1/2017 (AVISme 2016001664),2017-01-06 09:58:10,106260.0,106260,24745391,Edenred CZ s.r.o.,72080043,106260.0
7718,5555931,5984051,stravenky červen 2018,2018-06-26 11:26:24,,201141,24745391,Edenred CZ s.r.o.,86652036,201141.0
7720,530909,565389,Objednávka - stravenky,2016-11-11 07:59:12,64450.0,64450,24745391,Edenred CZ s.r.o.,297313,64450.0
7723,1152965,1227237,objednávka stravenek HN pro pracoviště NSD,2017-02-10 12:47:33,590000.0,590000,24745391,Edenred CZ s.r.o.,72496991,590000.0
7724,929885,990421,Objednávka stravenek FÚ pro Středočeský kraj 1/2017  (AVISme 2016001720),2017-01-10 08:32:57,209300.0,209300,24745391,Edenred CZ s.r.o.,72080043,209300.0
7725,533649,568229,Objednávka stravenek za říjen,2016-11-11 10:30:34,280605.0,,24745391,Edenred CZ s.r.o.,62156462,280605.0
7727,1235669,1319253,Nákup stravenek,2017-02-23 15:31:52,257100.0,,24745391,Edenred CZ s.r.o.,24422,257100.0
7728,436665,465049,Objednávka stravenek Kutná Hora - listopad 2016,2016-10-26 13:13:18,,97125,24745391,Edenred CZ s.r.o.,75030926,97125.0
7731,5901847,6359483,Edenred stravenky - 08/2018,2018-08-08 09:29:55,,62705,24745391,Edenred CZ s.r.o.,29319498,62705.0
7734,5087979,5483051,Objednávka stravenek Ticket Restaurant,2018-05-10 07:49:32,300000.0,3e+05,24745391,Edenred CZ s.r.o.,26016541,300000.0
7827,2292670,2472490,Objednávka stravenek na červenec 2017,2017-07-03 16:05:08,78850.0,78850,24745391,Edenred CZ s.r.o.,71185216,78850.0
7830,1944710,2097130,Objednávka 050650170007 stravenky květen 2017,2017-06-01 13:04:20,,423833,24745391,Edenred CZ s.r.o.,69172196,423833.0
7832,1811970,1955138,objednávka - stravenky za 04/2017,2017-05-17 10:37:43,265520.0,,24745391,Edenred CZ s.r.o.,297852,265520.0
7835,3782436,4079396,Objednávka stravenek Ticket Restaurant,2017-12-13 11:21:40,300000.0,3e+05,24745391,Edenred CZ s.r.o.,26016541,300000.0
7839,2555570,2751086,Objednávka stravenek,2017-08-01 14:44:41,809680.0,,24745391,Edenred CZ s.r.o.,61389021,809680.0
7840,4418100,4762700,Objednávka stravenek,2018-02-22 08:49:54,550000.0,,24745391,Edenred CZ s.r.o.,25205625,550000.0
7842,2740230,2948962,dodávka stravenek,2017-08-23 15:19:42,79736.0,96480,24745391,Edenred CZ s.r.o.,25291,79736.0
7845,4576312,4935472,"Objednávka stravenek, Edenred z 22.1. 2018 ",2018-03-12 14:40:43,350000.0,366940,24745391,Edenred CZ s.r.o.,14450551,350000.0
7847,3006586,3239058,Objednávka č. 9201/0478/17 - stravenky,2017-09-25 09:31:33,207920.0,,24745391,Edenred CZ s.r.o.,216224,207920.0
7851,4210896,4538016,stravenky,2018-01-30 13:04:18,108000.0,108000,24745391,Edenred CZ s.r.o.,277819,108000.0
7853,2141170,2307838,Objednávka 4102/21/17_stravenky,2017-06-22 12:16:39,272320.0,,24745391,Edenred CZ s.r.o.,216224,272320.0
7856,1801734,1943974,Objednáváme u Vás 1814 ks stravenek v nominální hodnotě 80Kč a 74 ks stravenek v nominální hodnotě 40Kč.,2017-05-16 10:17:44,,148201,24745391,Edenred CZ s.r.o.,274968,148201.0
7858,2373238,2557758,Objednávka stravenek Ticket Restaurant,2017-07-13 13:56:39,350000.0,350000,24745391,Edenred CZ s.r.o.,26016541,350000.0
7860,1634946,1763782,Objednávka č. 1198/0052/17 - stravenky,2017-04-21 12:46:52,372960.0,,24745391,Edenred CZ s.r.o.,216224,372960.0
7865,4288104,4620544,Objednávka stravenek,2018-02-07 09:18:20,,134200,24745391,Edenred CZ s.r.o.,14450542,134200.0
7866,2338810,2521590,objednávka stravenky červenec 2017,2017-07-11 11:00:19,260000.0,260000,24745391,Edenred CZ s.r.o.,66001,260000.0
7869,3521528,3795752,Objednávka na dodávku stravenek,2017-11-16 15:31:37,240000.0,240000,24745391,Edenred CZ s.r.o.,69892,240000.0
7874,2861338,3080658,Nákup stravenek,2017-09-07 07:10:35,205100.0,,24745391,Edenred CZ s.r.o.,24422,205100.0
7876,4329536,4665468,Objednávka stravenek pro zaměstnance ÚMČ Praha 11 na únor 2018.,2018-02-12 13:08:40,399286.0,399723,24745391,Edenred CZ s.r.o.,231126,399286.0
7877,4208156,4535008,Objednávka stravenek pro ZZS Kolín - leden 2018,2018-01-30 11:00:45,,51125,24745391,Edenred CZ s.r.o.,75030926,51125.0
7879,3065186,3302530,Koupě - stravenky pro zaměstnance,2017-10-02 13:57:41,139860.0,,24745391,Edenred CZ s.r.o.,60461373,139860.0
7880,4739132,5111288,stravenky,2018-03-29 09:50:13,500000.0,,24745391,Edenred CZ s.r.o.,94820,500000.0
7881,4860828,5241544,Dílčí objednávka k obchodní smlouvě - stravenky duben 2018,2018-04-13 07:23:50,360000.0,,24745391,Edenred CZ s.r.o.,70883858,360000.0
8038,3843340,4341984,Nákup straveneky,2018-01-10 13:03:31,,243660,24745391,Edenred CZ s.r.o.,24422,243660.0
8041,3330604,3593868,Nákup stravenek,2017-10-30 14:46:16,82570.0,83109,24745391,Edenred CZ s.r.o.,46773576,82570.0
8044,4569104,4927556,Objednávka stravenek,2018-03-12 10:30:13,69600.0,,24745391,Edenred CZ s.r.o.,28533062,69600.0
8046,1278798,1371398,Objednávka stravenek,2017-03-02 14:44:51,50600.0,,24745391,Edenred CZ s.r.o.,20869,50600.0
8047,3129642,3373150,stravenky 10/17,2017-10-09 13:04:58,201180.0,,24745391,Edenred CZ s.r.o.,68081723,201180.0
8050,2523430,2716850,objednávka stravenek,2017-07-28 10:27:53,327000.0,,24745391,Edenred CZ s.r.o.,60555980,327000.0
8051,4997704,5387152,Objednávka stravenek květen 2018 ESF MU/Edenred,2018-04-27 06:05:31,228800.0,228800,24745391,Edenred CZ s.r.o.,216224,228800.0
